unit,sizen_r2,indic_is,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
PC_ENT_AESELL,M_C10_N82_XK,E_AESEU,PL	: 	: 	: 	: 	: 	: 	: 	: 	32 
PC_ENT_AESELL,M_C10_N82_XK,E_AESEU,PT	: 	: 	: 	: 	: 	: 	: 	: 	39 
PC_ENT_AESELL,M_C10_N82_XK,E_AESEU,RO	: 	: 	: 	: 	: 	: 	: 	: 	37 
PC_ENT_AESELL,M_C10_N82_XK,E_AESEU,SE	: 	: 	: 	: 	: 	: 	: 	: 	42 
PC_ENT_AESELL,M_C10_N82_XK,E_AESEU,SI	: 	: 	: 	: 	: 	: 	: 	: 	36 
PC_ENT_AESELL,M_C10_N82_XK,E_AESEU,SK	: 	: 	: 	: 	: 	: 	: 	: 	57 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,AT	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,BG	: 	: 	: 	: 	: 	: 	: 	: 	99 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,CY	: 	: 	: 	: 	: 	: 	: 	: 	66 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,DE	: 	: 	: 	: 	: 	: 	: 	: 	98 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,DK	: 	: 	: 	: 	: 	: 	: 	: 	86 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,EA	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,EE	: 	: 	: 	: 	: 	: 	: 	: 	92 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,ES	: 	: 	: 	: 	: 	: 	: 	: 	97 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,EU15	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,EU25	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,EU27	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,EU28	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,FI	: 	: 	: 	: 	: 	: 	: 	: 	96 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,FR	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,HU	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,IE	: 	: 	: 	: 	: 	: 	: 	: 	91 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,IT	: 	: 	: 	: 	: 	: 	: 	: 	82 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,LT	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,LU	: 	: 	: 	: 	: 	: 	: 	: 	80 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,LV	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,MT	: 	: 	: 	: 	: 	: 	: 	: 	56 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,NL	: 	: 	: 	: 	: 	: 	: 	: 	98 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,NO	: 	: 	: 	: 	: 	: 	: 	: 	83 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,PL	: 	: 	: 	: 	: 	: 	: 	: 	98 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,PT	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,RO	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,SE	: 	: 	: 	: 	: 	: 	: 	: 	86 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,SI	: 	: 	: 	: 	: 	: 	: 	: 	82 
PC_ENT_AESELL,M_C10_N82_XK,E_AESHM,SK	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,AT	: 	: 	: 	: 	: 	: 	: 	: 	17 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,BG	: 	: 	: 	: 	: 	: 	: 	: 	25 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,CY	: 	: 	: 	: 	: 	: 	: 	: 	46 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,CZ	: 	: 	: 	: 	: 	: 	: 	: 	20 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,DE	: 	: 	: 	: 	: 	: 	: 	: 	28 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,DK	: 	: 	: 	: 	: 	: 	: 	: 	18 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,EA	: 	: 	: 	: 	: 	: 	: 	: 	27 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,EE	: 	: 	: 	: 	: 	: 	: 	: 	20 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,ES	: 	: 	: 	: 	: 	: 	: 	: 	18 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,EU15	: 	: 	: 	: 	: 	: 	: 	: 	27 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,EU25	: 	: 	: 	: 	: 	: 	: 	: 	26 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,EU27	: 	: 	: 	: 	: 	: 	: 	: 	26 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	26 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,FI	: 	: 	: 	: 	: 	: 	: 	: 	13 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,FR	: 	: 	: 	: 	: 	: 	: 	: 	26 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,HU	: 	: 	: 	: 	: 	: 	: 	: 	15 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,IE	: 	: 	: 	: 	: 	: 	: 	: 	33 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,IT	: 	: 	: 	: 	: 	: 	: 	: 	34 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,LT	: 	: 	: 	: 	: 	: 	: 	: 	34 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,LU	: 	: 	: 	: 	: 	: 	: 	: 	22 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,LV	: 	: 	: 	: 	: 	: 	: 	: 	21 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,MT	: 	: 	: 	: 	: 	: 	: 	: 	20 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,NL	: 	: 	: 	: 	: 	: 	: 	: 	37 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,NO	: 	: 	: 	: 	: 	: 	: 	: 	6 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,PL	: 	: 	: 	: 	: 	: 	: 	: 	13 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,PT	: 	: 	: 	: 	: 	: 	: 	: 	24 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,RO	: 	: 	: 	: 	: 	: 	: 	: 	11 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,SE	: 	: 	: 	: 	: 	: 	: 	: 	26 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,SI	: 	: 	: 	: 	: 	: 	: 	: 	17 
PC_ENT_AESELL,M_C10_N82_XK,E_AESWW,SK	: 	: 	: 	: 	: 	: 	: 	: 	5 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,AT	: 	: 	: 	: 	: 	: 	: 	: 	88 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,BE	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,BG	: 	: 	: 	: 	: 	: 	: 	: 	83 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,CY	: 	: 	: 	: 	: 	: 	: 	: 	96 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,CZ	: 	: 	: 	: 	: 	: 	: 	: 	92 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,DE	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,DK	: 	: 	: 	: 	: 	: 	: 	: 	85 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,EA	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,EE	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,EL	: 	: 	: 	: 	: 	: 	: 	: 	89 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,ES	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,EU15	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,EU25	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,EU27	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,EU28	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,FI	: 	: 	: 	: 	: 	: 	: 	: 	91 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,FR	: 	: 	: 	: 	: 	: 	: 	: 	89 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,HR	: 	: 	: 	: 	: 	: 	: 	: 	99 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,HU	: 	: 	: 	: 	: 	: 	: 	: 	84 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,IE	: 	: 	: 	: 	: 	: 	: 	: 	100 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,IT	: 	: 	: 	: 	: 	: 	: 	: 	66 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,LT	: 	: 	: 	: 	: 	: 	: 	: 	88 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,LU	: 	: 	: 	: 	: 	: 	: 	: 	87 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,LV	: 	: 	: 	: 	: 	: 	: 	: 	76 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,MT	: 	: 	: 	: 	: 	: 	: 	: 	80 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,NL	: 	: 	: 	: 	: 	: 	: 	: 	83 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,NO	: 	: 	: 	: 	: 	: 	: 	: 	84 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,PL	: 	: 	: 	: 	: 	: 	: 	: 	100 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,PT	: 	: 	: 	: 	: 	: 	: 	: 	99 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,RO	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,SE	: 	: 	: 	: 	: 	: 	: 	: 	92 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,SI	: 	: 	: 	: 	: 	: 	: 	: 	88 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,SK	: 	: 	: 	: 	: 	: 	: 	: 	79 
PC_ENT_AESELL,M_C10_N82_XK,E_ESELL,UK	: 	: 	: 	: 	: 	: 	: 	: 	88 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,AT	71 	: 	61 	: 	60 	: 	60 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,BE	61 	: 	61 	: 	57 	: 	56 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,BG	36 	: 	37 	: 	28 	: 	38 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,CY	79 	: 	88 	: 	89 	: 	88 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,CZ	65 	: 	55 	: 	55 	: 	55 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,DE	47 	: 	46 	: 	: u	: 	48 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,DK	43 	: 	46 	: 	42 	: 	42 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,EA	48 	: 	46 	: 	46 	: 	46 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,EE	51 	: 	50 	: 	54 	: 	56 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,EL	57 	: 	73 	: 	52 	: 	40 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,ES	45 	: 	40 	: 	38 	: 	39 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,EU15	47 	: 	45 	: 	45 	: 	45 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,EU27	47 	: 	44 	: 	45 	: 	45 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,EU28	47 	: 	44 	: 	45 	: 	45 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,FI	27 	: 	32 	: 	27 	: 	29 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,FR	37 	: 	37 	: 	36 	: 	44 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,HR	51 	: 	60 	: 	45 	: 	40 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,HU	39 	: 	39 	: 	42 	: 	39 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,IE	60 	: 	61 	: 	61 	: 	64 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,IS	: 	: 	: 	: 	37 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,IT	52 	: 	51 	: 	55 	: 	40 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,LT	55 	: 	52 	: 	54 	: 	51 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,LU	70 	: 	68 	: 	63 	: 	65 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,LV	49 	: 	32 	: 	52 	: 	43 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,MK	: 	: 	17 	: 	42 	: 	60 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,MT	61 	: 	71 	: 	73 	: 	72 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,NL	51 	: 	47 	: 	48 	: 	39 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,NO	26 	: 	27 	: 	24 	: 	25 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,PL	39 	: 	33 	: 	34 	: 	36 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,PT	50 	: 	50 	: 	42 	: 	48 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,RO	28 	: 	32 	: 	39 	: 	38 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,SE	50 	: 	42 	: 	41 	: 	43 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,SI	43 	: 	53 	: 	46 	: 	34 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,SK	49 	: 	54 	: 	48 	: 	53 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,TR	: 	: 	37 	: 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEU,UK	44 	: 	39 	: 	43 	: 	42 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,AT	34 	: 	30 	: 	26 	: 	22 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,BE	24 	: 	25 	: 	17 	: 	20 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,BG	21 	: 	22 	: 	17 	: 	20 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,CY	74 	: 	72 	: 	69 	: 	68 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,CZ	23 	: 	21 	: 	23 	: 	21 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,DE	28 	: 	24 	: 	25 	: 	27 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,DK	22 	: 	23 	: 	22 	: 	19 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,EA	27 	: 	24 	: 	23 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,EE	26 	: 	20 	: 	24 	: 	27 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,EL	48 	: 	62 	: 	38 	: 	33 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,ES	24 	: 	18 	: 	18 	: 	18 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,EU15	27 	: 	24 	: 	24 	: 	24 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,EU27	26 	: 	23 	: 	24 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,EU28	26 	: 	23 	: 	24 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,FI	13 	: 	18 	: 	18 	: 	15 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,FR	20 	: 	19 	: 	19 	: 	22 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,HR	31 	: 	40 	: 	31 	: 	26 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,HU	17 	: 	17 	: 	18 	: 	16 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,IE	45 	: 	43 	: 	48 	: 	16 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,IS	: 	: 	: 	: 	34 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,IT	33 	: 	34 	: 	31 	: 	25 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,LT	29 	: 	30 	: 	34 	: 	33 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,LU	20 	: 	23 	: 	47 	: 	22 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,LV	24 	: 	20 	: 	25 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,MK	: 	: 	10 	: 	28 	: 	: u	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,MT	45 	: 	52 	: 	62 	: 	56 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,NL	24 	: 	20 	: 	19 	: 	18 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,NO	17 	: 	17 	: 	13 	: 	16 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,PL	17 	: 	15 	: 	: u	: 	: u	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,PT	27 	: 	30 	: 	3 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,RO	11 	: 	15 	: 	14 	: 	15 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,SE	12 	: 	6 	: 	28 	: 	24 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,SI	16 	: 	13 	: 	26 	: 	19 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,SK	15 	: 	19 	: 	16 	: 	18 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,TR	: 	: 	30 	: 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESEUWW,UK	34 	: 	27 	: 	31 	: 	27 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,AT	96 	: 	94 	: 	97 	: 	92 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,BE	89 	: 	88 	: 	92 	: 	86 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,BG	95 	: 	96 	: 	92 	: 	88 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,CY	89 	: 	95 	: 	96 	: 	90 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,CZ	95 	: 	97 	: 	98 	: 	88 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,DE	96 	: 	89 	: 	: u	: 	97 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,DK	94 	: 	91 	: 	95 	: 	92 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,EA	96 	: 	93 	: 	97 	: 	95 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,EE	96 	: 	91 	: 	90 	: 	92 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,EL	99 	: 	92 	: 	94 	: 	80 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,ES	97 	: 	98 	: 	97 	: 	96 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,EU15	96 	: 	94 	: 	97 	: 	95 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,EU27	96 	: 	94 	: 	97 	: 	95 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,EU28	96 	: 	94 	: 	97 	: 	95 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,FI	97 	: 	93 	: 	93 	: 	96 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,FR	99 	: 	99 	: 	99 	: 	99 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,HR	93 	: 	83 	: 	88 	: 	88 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,HU	93 	: 	90 	: 	92 	: 	92 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,IE	92 	: 	93 	: 	86 	: 	93 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,IS	: 	: 	: 	: 	97 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,IT	97 	: 	94 	: 	95 	: 	97 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,LT	95 	: 	96 	: 	97 	: 	96 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,LU	86 	: 	78 	: 	82 	: 	77 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,LV	96 	: 	95 	: 	96 	: 	94 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,MK	: 	: 	83 	: 	80 	: 	59 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,MT	85 	: 	86 	: 	85 	: 	82 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,NL	96 	: 	95 	: 	97 	: 	95 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,NO	96 	: 	89 	: 	91 	: 	92 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,PL	96 	: 	97 	: 	98 	: 	91 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,PT	88 	: 	93 	: 	89 	: 	88 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,RO	66 	: 	71 	: 	87 	: 	93 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,SE	97 	: 	96 	: 	96 	: 	94 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,SI	88 	: 	91 	: 	90 	: 	93 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,SK	91 	: 	90 	: 	91 	: 	88 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,TR	: 	: 	98 	: 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESHM,UK	98 	: 	99 	: 	97 	: 	95 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,AT	34 	: 	30 	: 	27 	: 	22 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,BE	24 	: 	25 	: 	17 	: 	20 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,BG	23 	: 	23 	: 	21 	: 	20 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,CY	75 	: 	72 	: 	69 	: 	69 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,CZ	23 	: 	21 	: 	24 	: 	21 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,DE	29 	: 	24 	: 	: u	: 	28 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,DK	23 	: 	24 	: 	24 	: 	21 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,EA	27 	: 	25 	: 	25 	: 	25 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,EE	27 	: 	20 	: 	25 	: 	27 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,EL	48 	: 	63 	: 	39 	: 	37 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,ES	26 	: 	20 	: 	19 	: 	19 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,EU15	29 	: 	26 	: 	26 	: 	26 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,EU27	28 	: 	25 	: 	25 	: 	25 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,EU28	28 	: 	25 	: 	25 	: 	25 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,FI	14 	: 	19 	: 	19 	: 	16 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,FR	21 	: 	20 	: 	20 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,HR	32 	: 	42 	: 	33 	: 	28 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,HU	18 	: 	17 	: 	19 	: 	17 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,IE	50 	: 	45 	: 	49 	: 	49 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,IS	: 	: 	: 	: 	34 	: 	: 	: 	: 
