,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1266,1251-STYSZ,Female,1,0,0,4,1,Yes,Fiber optic,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,80.25,303.7,0
1267,2612-PHGOX,Male,0,1,0,64,1,Yes,DSL,No,1,1,1,1,0,Two year,1,Bank transfer (automatic),76.1,4818.8,0
1268,2408-TZMJL,Male,0,1,0,59,1,Yes,Fiber optic,Yes,1,1,0,1,1,One year,1,Electronic check,110.15,6448.05,1
1269,8480-PPONV,Male,0,1,1,62,1,Yes,Fiber optic,Yes,1,1,1,1,1,Two year,0,Bank transfer (automatic),115.55,7159.05,0
1270,8780-IHCRN,Male,0,1,1,63,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.65,1574.5,0
1271,4598-ZADCK,Female,0,0,0,53,0,No phone service,DSL,Yes,1,1,1,1,0,One year,1,Electronic check,53.6,2879.2,0
1272,1257-SXUXQ,Male,0,1,1,5,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,86.05,0
1273,9681-KYGYB,Male,1,1,0,49,1,Yes,Fiber optic,Yes,1,1,0,0,0,Month-to-month,1,Electronic check,88.2,4159.45,0
1274,7182-OVLBJ,Female,0,1,1,62,1,Yes,Fiber optic,Yes,0,0,0,1,1,Two year,1,Bank transfer (automatic),101.15,6638.35,0
1275,5095-ETBRJ,Female,0,1,0,55,1,No,DSL,Yes,1,0,1,0,0,Two year,0,Mailed check,56.8,3112.05,0
1276,7005-CYUIL,Female,1,1,0,71,1,No,Fiber optic,Yes,1,1,1,1,0,Two year,1,Electronic check,99.4,7168.25,0
1277,4821-WQOYN,Female,0,1,1,72,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.1,1326.25,0
1278,4730-AWNAU,Male,0,1,1,36,0,No phone service,DSL,Yes,0,1,1,1,1,One year,0,Credit card (automatic),60.7,2234.55,0
1279,3452-FLHYD,Male,0,1,0,25,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.95,495.15,0
1280,2388-LAESQ,Female,1,1,0,72,1,Yes,Fiber optic,Yes,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.85,8317.95,0
1281,9531-NSBMR,Female,0,0,0,36,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.25,679.8,0
1282,6260-ONULR,Male,0,0,0,1,1,No,DSL,No,0,0,0,1,1,Month-to-month,1,Mailed check,62.8,62.8,0
1283,4389-UEFCZ,Female,0,1,0,72,1,Yes,Fiber optic,Yes,0,1,0,1,1,Two year,1,Electronic check,105.5,7544,0
1284,8711-LOBKY,Male,0,1,1,59,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,1188.25,0
1285,9134-CEQMF,Male,1,1,0,7,1,No,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,676.7,1
1286,8985-OOPOS,Female,0,0,0,1,1,No,DSL,No,0,1,1,1,1,One year,0,Credit card (automatic),74.1,74.1,0
1287,8800-ZKRFW,Female,0,1,1,30,1,Yes,Fiber optic,No,1,1,1,1,1,Month-to-month,1,Electronic check,107.5,3242.5,0
1288,2616-FLVQC,Male,0,0,0,64,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,1240.15,0
1289,9968-FFVVH,Male,0,0,0,63,1,Yes,DSL,Yes,1,1,1,0,0,One year,0,Bank transfer (automatic),68.8,4111.35,0
1290,3108-PCCGG,Male,1,1,0,72,1,Yes,DSL,Yes,1,1,0,1,1,Two year,0,Credit card (automatic),84.45,5899.85,0
1291,7993-PYKOF,Male,0,1,0,8,1,No,Fiber optic,Yes,0,0,0,0,0,Month-to-month,0,Electronic check,75.0,632.95,1
1292,8390-FESFV,Female,0,0,0,62,1,Yes,DSL,No,1,1,1,1,1,Two year,0,Bank transfer (automatic),84.5,5193.2,0
1293,3022-BEXHZ,Male,0,1,1,67,1,Yes,Fiber optic,No,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.2,7530.8,0
1294,5027-XWQHA,Male,0,0,0,6,1,No,DSL,No,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,270.95,1
1295,6248-TKCQV,Female,0,1,1,70,1,Yes,DSL,Yes,0,0,1,1,1,Two year,1,Bank transfer (automatic),80.6,5460.2,0
1296,6729-GDNGC,Female,1,0,0,20,1,No,Fiber optic,No,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),80.7,1614.2,0
1297,6198-ZFIOJ,Female,0,0,0,5,1,Yes,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,75.6,402.5,0
1298,5989-OMNJE,Female,0,1,1,24,0,No phone service,DSL,Yes,1,1,0,1,1,One year,0,Electronic check,57.6,1367.75,0
1299,4566-QVRRW,Female,0,1,0,11,1,No,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,44.05,483.7,1
1300,1291-CUOCY,Male,0,1,0,72,1,Yes,Fiber optic,No,1,1,1,1,1,Two year,1,Credit card (automatic),110.6,7962.2,0
1301,9795-SHUHB,Female,0,1,1,66,1,No,DSL,Yes,1,0,1,0,0,Two year,1,Credit card (automatic),58.2,3810.8,0
1302,3230-IUALN,Female,0,1,1,45,1,No,DSL,Yes,0,1,1,1,1,Two year,1,Mailed check,81.0,3533.6,0
1303,0042-RLHYP,Female,0,1,1,69,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,1396.9,0
1304,8519-IMDHU,Male,1,1,0,15,1,Yes,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.6,1345.55,1
1305,4945-RVMTE,Female,0,0,0,28,1,No,DSL,No,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,0
1306,0201-OAMXR,Female,0,0,0,70,1,Yes,Fiber optic,Yes,1,1,1,1,1,One year,0,Credit card (automatic),115.55,8127.6,1
1307,1866-NXPSP,Female,0,0,0,36,1,No,DSL,Yes,1,1,1,0,1,One year,1,Mailed check,75.55,2680.15,0
1308,3372-KWFBM,Male,1,0,0,16,1,Yes,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,86.6,1281,1
1309,7831-QGOXH,Female,0,0,0,18,1,Yes,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,85.2,1553.9,1
1310,6393-WRYZE,Female,0,1,0,34,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,97.65,3207.55,1
1311,3941-XTSKM,Male,0,1,1,42,0,No phone service,DSL,No,1,1,0,0,1,One year,1,Credit card (automatic),45.1,2049.05,0
1312,1661-CZBAU,Male,0,0,0,48,1,Yes,DSL,Yes,0,0,1,0,1,One year,1,Bank transfer (automatic),70.95,3629.2,0
1313,6599-RCLCJ,Male,0,1,0,47,1,Yes,Fiber optic,No,1,1,1,1,1,Month-to-month,1,Electronic check,109.55,5124.55,1
1314,9831-BPFRI,Female,0,1,1,39,1,Yes,Fiber optic,No,1,1,1,0,0,One year,1,Electronic check,89.55,3474.45,1
1315,5158-RIVOP,Female,0,1,1,11,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.9,202.3,0
1316,9788-YTFGE,Male,0,0,0,7,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,147.5,0
1317,9277-JOOMO,Female,0,0,0,3,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.6,86.35,0
1318,1907-YLNYW,Male,0,0,0,8,1,No,DSL,Yes,0,1,0,0,1,Month-to-month,1,Electronic check,66.7,579,0
1319,1725-MIMXW,Male,0,0,1,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.45,19.45,1
1320,8947-YRTDV,Male,0,1,1,32,1,No,Fiber optic,Yes,1,1,0,0,1,One year,0,Mailed check,94.8,3131.55,0
1321,3161-ONRWK,Male,0,1,1,60,1,No,DSL,Yes,1,1,1,0,0,One year,1,Bank transfer (automatic),65.85,3928.3,0
1322,0114-RSRRW,Female,0,1,0,10,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.95,187.75,0
1323,4565-NLZBV,Female,0,1,0,71,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.65,1710.15,0
1324,0031-PVLZI,Female,0,1,1,4,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,76.35,1
1325,7206-GZCDC,Female,1,0,0,1,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,69.25,1
1326,6682-VCIXC,Female,0,1,1,43,0,No phone service,DSL,Yes,1,0,1,1,0,One year,1,Bank transfer (automatic),51.25,2151.6,0
1327,4791-QRGMF,Male,0,1,0,59,1,Yes,Fiber optic,No,0,1,0,1,1,One year,1,Bank transfer (automatic),99.5,5961.1,1
1328,6475-VHUIZ,Female,0,1,0,23,1,No,DSL,No,0,1,1,0,0,Month-to-month,0,Electronic check,54.25,1221.55,0
1329,3910-MRQOY,Female,0,1,0,72,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.4,1496.45,0
1330,0661-WCQNQ,Male,0,1,0,22,1,No,DSL,Yes,0,0,1,0,0,One year,1,Credit card (automatic),56.25,1292.2,0
1331,7537-RBWEA,Female,0,0,0,1,0,No phone service,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,25.15,25.15,0
1332,4656-CAURT,Male,0,0,0,69,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.95,1713.1,0
1333,0121-SNYRK,Male,0,0,0,50,0,No phone service,DSL,Yes,0,0,1,0,0,One year,1,Mailed check,35.4,1748.9,0
1334,1768-ZAIFU,Female,1,0,0,1,0,No phone service,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,25.2,25.2,1
1335,4671-LXRDQ,Male,0,0,0,2,1,No,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,45.0,96.45,1
1336,3733-LSYCE,Female,0,1,0,15,1,No,Fiber optic,No,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.35,1114.55,0
1337,6265-FRMTQ,Male,0,0,0,31,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.4,609.1,0
1338,1934-SJVJK,Male,0,0,0,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,20.15,1
1339,3838-OZURD,Male,0,1,0,66,1,Yes,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Credit card (automatic),105.0,7133.25,1
1340,1371-DWPAZ,Female,0,1,1,0,0,No phone service,DSL,Yes,1,1,1,1,0,Two year,0,Credit card (automatic),56.05, ,0
1341,9269-CQOOL,Male,0,0,1,3,1,No,DSL,No,0,0,0,1,0,Month-to-month,1,Credit card (automatic),54.7,169.45,1
1342,2017-CCBLH,Female,0,0,0,8,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,141.6,0
1343,7690-KPNCU,Male,0,1,1,64,1,No,DSL,Yes,0,1,0,1,1,One year,1,Credit card (automatic),73.05,4688.65,0
1344,0536-BGFMZ,Female,0,1,0,28,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,563.05,0
1345,2293-IJWPS,Female,0,1,0,57,1,Yes,Fiber optic,No,0,1,0,1,1,One year,1,Credit card (automatic),100.75,5985,0
1346,2845-HSJCY,Female,0,1,1,14,1,Yes,Fiber optic,No,0,1,0,0,1,Month-to-month,1,Electronic check,87.25,1258.6,1
1347,5469-NUJUR,Male,0,0,0,19,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,373.5,0
1348,1184-PJVDB,Male,0,1,0,10,1,No,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,857.2,1
1349,2625-TRCZQ,Female,0,1,0,51,0,No phone service,DSL,No,1,0,0,1,1,Month-to-month,1,Electronic check,49.65,2553.35,0
1350,4102-HLENU,Female,0,1,0,67,1,Yes,DSL,Yes,1,1,0,0,0,Two year,0,Mailed check,65.65,4322.85,0
1351,7266-GSSJX,Male,0,1,1,11,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.45,250.8,0
1352,7722-VJRQD,Male,0,1,1,72,0,No phone service,DSL,Yes,0,1,1,1,1,Two year,0,Bank transfer (automatic),60.95,4549.05,0
1353,7073-QETQY,Male,0,1,1,66,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.35,1359.5,0
1354,9415-DPEWS,Female,0,0,0,18,1,Yes,Fiber optic,No,0,0,1,1,0,Month-to-month,1,Electronic check,88.35,1639.3,1
1355,5624-RYAMH,Female,0,0,0,9,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.5,178.85,0
1356,0196-JTUQI,Female,0,0,0,9,1,Yes,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,633.85,0
1357,7130-YXBRO,Male,0,1,0,48,1,Yes,Fiber optic,Yes,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),111.45,5315.1,0
1358,9272-LSVYH,Male,0,0,0,10,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Mailed check,70.15,735.5,0
1359,7943-RQCHR,Female,0,0,0,9,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,889.9,1
1360,3793-MMFUH,Female,1,0,0,13,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,1290,1
1361,3249-ZPQRG,Male,0,0,0,4,1,Yes,Fiber optic,No,1,0,0,0,0,Month-to-month,0,Electronic check,78.45,330.05,1
1362,2568-BRGYX,Male,0,0,0,4,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,237.95,1
1363,3084-DOWLE,Female,0,1,0,72,1,Yes,DSL,Yes,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,6474.4,0
1364,1084-MNSMJ,Female,0,1,1,51,1,No,DSL,Yes,1,1,1,1,1,Two year,0,Credit card (automatic),85.5,4421.95,0
1365,7721-JXEAW,Male,0,1,0,59,0,No phone service,DSL,No,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),41.05,2452.7,1
1366,7249-WBIYX,Male,0,1,0,10,1,Yes,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,85.6,813.85,1
1367,4238-HFHSN,Male,1,1,0,61,1,Yes,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Electronic check,82.15,4904.85,0
1368,6250-CGGUN,Male,0,0,0,54,1,No,Fiber optic,Yes,0,1,1,0,0,One year,0,Electronic check,84.4,4484.05,0
1369,5478-JJVZK,Female,0,0,0,33,1,Yes,DSL,Yes,1,0,0,0,0,Month-to-month,1,Mailed check,60.9,2033.85,0
1370,7596-IIWYC,Female,0,0,0,27,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.25,538.2,0
1371,6567-HOOPW,Female,1,0,0,1,1,No,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,79.2,79.2,1
1372,9793-WECQC,Male,0,0,0,23,1,No,Fiber optic,No,1,0,0,1,1,Month-to-month,0,Mailed check,95.3,2192.9,0
1373,4291-HPAXL,Male,0,0,1,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,19.85,0
1374,8999-YPYBV,Male,0,1,1,45,1,No,DSL,Yes,1,1,1,1,1,Two year,1,Mailed check,84.35,3858.05,0
1375,1839-FBNFR,Female,0,1,1,39,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.85,854.8,0
1376,3164-AALRN,Male,0,0,0,5,1,No,DSL,No,0,1,0,1,1,One year,1,Mailed check,70.0,347.4,1
1377,3071-MVJCD,Male,0,1,1,72,1,Yes,DSL,Yes,1,1,1,1,0,Two year,0,Bank transfer (automatic),82.3,5815.15,0
1378,1697-BCSHV,Female,0,1,1,58,1,Yes,DSL,No,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),66.8,3970.4,0
1379,0562-KBDVM,Female,0,0,0,70,0,No phone service,DSL,Yes,1,1,1,0,0,Two year,1,Bank transfer (automatic),44.6,3058.15,0
1380,1131-SUEKT,Male,0,1,1,61,1,No,Fiber optic,No,1,0,1,1,1,One year,1,Bank transfer (automatic),98.45,6145.2,0
1381,3717-OEAUQ,Male,0,0,0,2,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Mailed check,70.7,129.2,0
1382,4538-WNTMJ,Female,0,1,1,46,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.95,1165.9,0
1383,3334-CTHOL,Female,0,0,0,1,1,Yes,DSL,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.95,49.95,1
1384,4704-ERYFC,Female,0,1,0,22,1,No,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,1554,1
1385,9432-RUVSL,Female,0,0,0,48,1,No,Fiber optic,Yes,0,1,1,1,1,Two year,1,Credit card (automatic),102.5,4904.25,0
1386,8060-HIWJJ,Male,0,0,0,64,1,Yes,DSL,No,1,1,1,1,1,Two year,0,Credit card (automatic),86.55,5632.55,0
1387,7684-XSZIY,Male,0,1,1,72,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.3,1643.25,0
1388,9089-UOWJG,Female,0,1,1,12,1,No,DSL,No,0,1,0,1,0,Month-to-month,1,Credit card (automatic),58.35,740.55,0
1389,8621-MNIHH,Female,1,1,0,34,1,Yes,Fiber optic,No,1,1,0,0,1,Month-to-month,1,Electronic check,94.25,3217.55,1
1390,8039-ACLPL,Female,0,1,1,72,1,No,DSL,Yes,1,1,0,0,1,Two year,0,Credit card (automatic),68.75,4888.2,0
1391,9885-AIBVB,Male,0,1,0,29,1,Yes,Fiber optic,No,1,1,0,0,0,Month-to-month,1,Electronic check,85.8,2440.25,0
1392,1934-MKPXS,Male,0,1,1,33,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.1,620.55,0
1393,2592-YKDIF,Female,0,0,0,1,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,20.35,0
1394,2272-JKMSI,Female,0,1,1,62,1,Yes,Fiber optic,No,1,1,1,1,1,One year,1,Electronic check,110.8,6840.95,0
1395,0471-LVHGK,Male,0,1,0,41,1,Yes,DSL,No,0,1,0,1,1,One year,1,Electronic check,73.0,3001.2,1
1396,9518-RWHZL,Female,0,0,0,64,1,Yes,Fiber optic,No,0,1,0,1,1,One year,1,Credit card (automatic),100.05,6254.2,1
1397,8714-CTZJW,Female,0,0,0,4,1,No,Fiber optic,No,0,1,0,0,1,Month-to-month,1,Credit card (automatic),82.85,319.6,0
1398,3569-EDBPQ,Female,0,0,0,24,1,Yes,Fiber optic,Yes,0,0,1,0,0,Month-to-month,1,Electronic check,84.35,1938.05,0
1399,3131-NWVFJ,Female,0,1,1,14,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,294.5,0
1400,7521-YXVZY,Male,0,0,1,3,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,58.3,0
1401,5419-CONWX,Female,1,0,0,4,1,No,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Credit card (automatic),99.8,442.85,1
1402,6240-EURKS,Female,0,0,1,18,0,No phone service,DSL,No,0,0,0,0,1,Month-to-month,1,Electronic check,35.0,553,1
1403,2373-NTKOD,Male,0,0,0,8,1,No,DSL,No,0,0,0,1,1,Month-to-month,1,Electronic check,66.25,546.45,0
1404,1970-KKFWL,Female,0,0,0,35,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.3,797.1,0
1405,6960-HVYXR,Female,0,0,0,1,1,Yes,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,76.0,76,1
1406,9337-SRRNI,Male,0,0,1,66,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1673.8,0
1407,0895-UADGO,Male,0,0,1,8,0,No phone service,DSL,Yes,0,0,1,0,1,Two year,1,Mailed check,44.55,343.45,0
1408,5678-VFNEQ,Female,0,1,0,71,1,Yes,Fiber optic,Yes,0,1,0,1,1,One year,1,Credit card (automatic),104.1,7412.25,0
1409,5977-CKHON,Female,0,1,1,43,1,Yes,Fiber optic,No,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),92.55,4039,0
1410,7024-OHCCK,Female,1,0,0,2,1,Yes,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,170.85,1
1411,2692-BUCFV,Male,1,0,0,29,1,No,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,0
1412,7861-UVUFT,Female,0,1,0,15,1,No,Fiber optic,No,0,1,0,1,0,Month-to-month,1,Electronic check,84.3,1308.4,1
1413,1830-GGFNM,Male,0,1,1,65,1,Yes,Fiber optic,Yes,1,1,1,0,0,Two year,0,Credit card (automatic),94.55,6078.75,0
1414,5302-BDJNT,Male,0,0,0,35,1,Yes,Fiber optic,No,0,1,1,1,0,Month-to-month,0,Electronic check,95.5,3418.2,0
1415,5223-UZAVK,Male,0,0,0,64,1,No,Fiber optic,Yes,1,0,0,1,1,One year,1,Credit card (automatic),100.3,6603.8,0
1416,4859-ZSRDZ,Female,0,1,1,58,0,No phone service,DSL,No,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,3166.9,0
1417,5651-WYIPH,Female,1,0,0,18,1,No,DSL,No,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.85,865.75,0
1418,9350-VLHMB,Male,0,1,1,67,1,Yes,Fiber optic,No,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.55,6373.1,0
1419,3498-LZGQZ,Male,0,1,1,63,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.15,1177.05,0
1420,8785-CJSHH,Female,0,1,0,60,1,Yes,Fiber optic,No,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,5985.75,0
1421,5357-TZHPP,Male,1,0,0,9,1,Yes,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.4,732.5,1
1422,3870-SPZSI,Female,0,1,1,70,1,Yes,Fiber optic,Yes,1,1,1,1,1,Two year,1,Credit card (automatic),113.05,7869.05,0
1423,0680-DFNNY,Male,0,1,0,15,1,Yes,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Electronic check,101.1,1504.05,1
1424,7560-QRBXH,Female,0,0,1,48,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,936.7,0
1425,7077-XJMET,Male,0,1,0,12,1,No,DSL,No,0,1,1,1,1,Month-to-month,1,Electronic check,74.15,741.4,0
1426,8752-GHJFU,Male,1,1,0,71,1,Yes,Fiber optic,Yes,1,1,1,0,0,One year,1,Electronic check,92.0,6585.2,0
1427,6896-SRVYQ,Male,1,0,0,44,1,No,Fiber optic,No,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,3122.4,0
1428,7767-UXAGJ,Male,0,0,0,1,1,Yes,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,50.45,50.45,1
1429,4652-ODEVH,Male,0,1,1,45,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.45,1088.25,0
1430,6510-UPNKS,Female,0,0,0,23,1,Yes,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.8,615.35,0
1431,6718-BDGHG,Female,0,1,0,43,1,Yes,DSL,No,0,0,1,1,0,One year,1,Bank transfer (automatic),64.85,2908.2,0
1432,9046-DQMTP,Male,0,0,0,35,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.75,739.9,0
1433,6439-LAJXL,Male,0,1,0,9,1,No,DSL,Yes,1,0,1,1,0,Month-to-month,1,Mailed check,68.95,593.85,0
1434,1571-SAVHK,Male,0,0,0,12,1,Yes,Fiber optic,No,0,0,1,1,1,Month-to-month,1,Mailed check,99.95,1132.75,1
1435,9052-VKDUW,Female,1,1,0,65,1,Yes,Fiber optic,Yes,1,1,0,1,1,Month-to-month,1,Credit card (automatic),109.4,7227.45,0
1436,9546-CQJSU,Female,0,0,0,2,1,Yes,Fiber optic,No,0,1,0,1,0,Month-to-month,1,Electronic check,91.4,193.6,1
1437,1666-JZPZT,Male,0,0,0,27,1,Yes,DSL,No,0,0,0,0,0,Month-to-month,0,Mailed check,49.0,1291.35,0
1438,5777-KJIRB,Female,0,0,0,40,1,No,DSL,No,0,1,0,0,0,One year,1,Mailed check,50.25,2023.55,0
1439,0506-LVNGN,Female,1,0,0,5,1,No,Fiber optic,No,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.55,349.65,1
1440,7677-SJJJK,Male,0,1,1,8,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.9,153.95,0
1441,2480-EJWYP,Female,1,1,0,58,1,Yes,Fiber optic,No,1,0,0,1,1,One year,1,Bank transfer (automatic),97.8,5458.8,0
1442,3253-HKOKL,Female,0,1,1,52,1,No,Fiber optic,Yes,0,1,0,1,1,One year,0,Electronic check,100.3,5244.45,0
1443,7055-HNEOJ,Male,0,1,0,3,1,No,DSL,No,0,1,1,0,0,Month-to-month,1,Mailed check,55.8,154.55,0
1444,5514-YQENT,Male,0,0,1,41,1,No,Fiber optic,Yes,1,1,1,1,1,Two year,1,Electronic check,111.15,4507.15,0
1445,3211-AAPKX,Male,0,0,0,20,1,Yes,Fiber optic,No,0,0,1,1,1,Month-to-month,1,Mailed check,98.55,2031.95,0
1446,8445-DNBAE,Male,0,0,1,1,1,Yes,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,50.05,50.05,0
1447,2951-QOQTK,Male,0,0,1,4,1,Yes,Fiber optic,No,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.8,332.45,1
1448,2958-NHPPS,Male,0,0,0,23,1,No,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.85,473.9,0
